index_ID,lan_long,place,author,date
Lund_02319,"55.6884643,13.2291621",Rabysjon och Raby s,q ﬁ Joakim Erlandss, May 2017
Lund_02320,"55.7077976,13.1568181",Rinnebick Gorge : H,Q Ani Vera, Aug 2017
Lund_02321,"55.6975637,13.2406008",AR LT,0 Travel to, Jul 2017
Lund_02322,"55.6944579,13.2427642",(o ST BTG R,Rasmus Johans:, Feb 2017
Lund_02323,"55.7077976,13.1568181",- T .,llapse side panel 9 N, May 2018
Lund_02324,"55.6797841,13.1825263",CircleK,e Thanon Shamel, Aug 2016
Lund_02325,"55.7108635,13.2328346",Lilla Coop s,Igor Nord, Jul 2017
Lund_02326,"55.7344406,13.1540883",Nobbelbvs mosse,:&‘ Shaon Mazi, Apr 2017
Lund_02327,"55.6797841,13.1825263",CircleK 9,Jill Miller, Aug 2017
Lund_02328,"55.6823064,13.2340928",Lunds Pistolklubb :,@ Jonas Ezzi, Aug 2016
Lund_02329,"55.7077976,13.1568181",Rinnebick Gorge 2,Tomas Kulle, Jul 2018
Lund_02330,"55.7273146,13.2255203",Klosteréingshdjden,Ragnar Staalgrer, Sep 2017
Lund_02331,"55.6898804,13.1708437",. Christoffer Nor,. Christoffer Nor,Photo
Lund_02332,"55.7303086,13.1805445",Fredentorps Begravr,Christoffer Norér, Jul 2016
Lund_02333,"55.6955434,13.2249077",Scandic Star Lund,C ) Conny Flink, Jul 2018
Lund_02334,"55.7143434,13.2152341",LRI EL Y T,5‘3.‘..@ LU G, May 2016
Lund_02335,"55.6930383,13.179028",Coop Klostergéarden,J  Janus sobrzezeje,
Lund_02336,"55.6885018,13.1698427",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02337,"55.7344406,13.1540883",Nobbelbvs mosse,M Maria Tracz, Jul 2017
Lund_02338,"55.7077976,13.1568181",Rinnebidck Gorge,a Daniel Nilsson, Nov 2017
Lund_02339,"55.6798981,13.1881817",P Peter Sondhauss,P Peter Sondhauss,s_ May 2018
Lund_02340,"55.7131071,13.2345644",LIS T g,g Mats Lund, Jul 2016
Lund_02341,"55.6961556,13.1778979",Klostergérdens IP,M  Minghua Zhang, Jul 2017
Lund_02342,"55.6710529,13.1650332",Ljungs Handel,ﬂ Tommy Nilsson,
Lund_02343,"55.6898804,13.1708437",Killbybadet,% Mohammad A.M,
Lund_02344,"55.6961556,13.1778979",Klostergérdens IP,il VPN YWV 1o o)1), Jun 2017
Lund_02345,"55.6988056,13.2443864",Pysslingen Forskola,‘;G\ DIIEY T, Jun 2017
Lund_02346,"55.6843868,13.1798383",P Peter Sondhauss,P Peter Sondhauss,s_ May 2018
Lund_02347,"55.6884296,13.2183203",Biltema,@ Marcelo Aguiar, May 2018
Lund_02348,"55.6883428,13.1700996",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02349,"55.687491,13.1708016",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02350,"55.6961556,13.1778979",Klostergérdens IP,U  ulf svanstrom, Apr 2018
Lund_02351,"55.7308431,13.1690842",P Peter Sondhauss,P Peter Sondhauss,s_ May 2018
Lund_02352,"55.7047847,13.1938413",Lundagérd ¢,& Obbie Hadrian, Oct 2018
Lund_02353,"55.689753,13.219487",,, Aug 2017
Lund_02354,"55.7077976,13.1568181",Rinnebick Gorge : H,Q Ani Vera, Aug 2017
Lund_02355,"55.7344406,13.1540883",N[ AT T T,L Bengt Jiirs, Jul 2014
Lund_02356,"55.7273146,13.2255203",Klosteréingshdjden,T Toheed Q, Aug 2016
Lund_02357,"55.7344406,13.1540883",L TR TR,Natalia Avramch, Jul 2017
Lund_02358,"55.7264927,13.2350963",MAX IV Laboratory,g Mats Lund,
Lund_02359,"55.7105813,13.190531",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02363,"55.7264927,13.2350963",MAX IV Laboratory,@ EONE Y, Oct 2016
Lund_02364,"55.693181,13.179299",Klostergardens Rest,i:’% op Bsyas, Sep 2018
Lund_02365,"55.6961556,13.1778979",Klostergérdens IP,il VPN YWV 1o 3 o)), Jun 2018
Lund_02366,"55.6823064,13.2340928",Lunds Pistolklubb :,@ Jonas Ezzi, Jun 2016
Lund_02367,"55.6898804,13.1708437",Killbybadet,@ Peter Nordensva, Jun 2018
Lund_02368,"55.6938744,13.1615008",&) Mats Syde,&) Mats Syde, Jun 2017
Lund_02369,"55.7264927,13.2350963",MAX IV Laboratory,MAX IV Laboratory, Jun 2015
Lund_02370,"55.6981767,13.2439807",Actic Vikingahallen,ﬂ) Mr.Roman Lak, Jan 2018
Lund_02371,"55.7200536,13.2391138",Stadsodlingen pé Brr,S;. Bjarne Rosengrel, Jul 2016
Lund_02372,"55.7344406,13.1540883",N[ AT T T,i\ Bengt Jiirs, Aug 2014
Lund_02373,"55.7130109,13.2367048",Maria Magdalena ky,&% Florian Weissbac, May 2018
Lund_02374,"55.7077976,13.1568181",Rinnebéck Gorge,; Jonas Jinbéck, May 2017
Lund_02375,"55.7344406,13.1540883",Nobbel6vs mosse,i\ 1T T, Aug 2014
Lund_02376,"55.6710529,13.1650332",Ljungs Handel ¢,K @ Kent Olsson, Jan 2018
Lund_02377,"55.6710529,13.1650332",Ljungs Handel ¢,K @ Kent Olsson, Jan 2018
Lund_02378,"55.6898804,13.1708437",Killbybadet b,M Maria Ponsler, Jul 2018
Lund_02379,"55.6961556,13.1778979",Klostergérdens IP,M) Matthew H. Motz, Apr 2018
Lund_02380,"55.7077976,13.1568181",Rinnebick Gorge 2,2 IR, Jun 2015
Lund_02381,"55.7047847,13.1938413",Lundagérd,ﬁg‘ Orfeas Kalipolitis, Oct 2018
Lund_02382,"55.7054834,13.1569862",Per Johan's Park pla,K Karl Wittenmark, Jul 2017
Lund_02383,"55.7264927,13.2350963",MAX IV Laboratory,@ hormiai7é, May 2016
Lund_02384,"55.727876,13.2103187",Northward view at Lt,S Sanbao Xu, Aug 2013
Lund_02385,"55.7344406,13.1540883",Nobbel6vs mosse,L 1T T, Aug 2014
Lund_02386,"55.7344406,13.1540883",Nobbel6vs mosse,#€) Edvin Dribe, May 2017
Lund_02387,"55.7344406,13.1540883",L TR TR,ﬁ{. Stefan Buttigieg, Nov 2017
Lund_02388,"55.6797841,13.1825263",CircleK,@ Accede'To Vegar, Jun 2018
Lund_02389,"55.6869871,13.1709998",P Peter Sondhauss,P Peter Sondhauss,s_ May 2018
Lund_02390,"55.6710529,13.1650332",Ljungs Handel,M) Mattias Onsdorff,
Lund_02391,"55.6944579,13.2427642",ICA Supermarket Lin,H  Henrik Lindberg, Jul 2017
Lund_02392,"55.6961556,13.1778979",Klostergérdens IP,M  Minghua Zhang, Jul 2017
Lund_02393,"55.6961556,13.1778979",Klostergérdens IP,il VPN EY T Lo K3 (o)), Jun 2017
Lund_02394,"55.6862438,13.2493556",Greenhouse,N ' New Greenhouse, Jan 2018
Lund_02395,"55.6961556,13.1778979",Klostergérdens IP,42‘ Mats Lundstrom, Jun 2017
Lund_02396,"55.7289241,13.1964054",Netto 3,o Travel to, Jun 2017
Lund_02397,"55.7054394,13.1565132",Per Johans Park ¢,Per Johans Park ¢,s_ Feb 2017
Lund_02398,"55.7121284,13.2334657",Bléklintens preschoc,g Mats Lund, Jul 2016
Lund_02399,"55.7344406,13.1540883",Nobbelbvs mosse,3 Michael Hanssor, Jan 2018
Lund_02400,"55.6944804,13.2415181",Linero pub & pizzeri,LR R EFA ¢, Apr 2018
Lund_02401,"55.7344406,13.1540883",Nobbel6vs mosse,i\ 1T T, Feb 2014
Lund_02402,"55.7344406,13.1540883",L TR TR,- ATl, Jul 2018
Lund_02403,"55.6881633,13.1703912",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02404,"55.7047847,13.1938413",Lundagérd,Lundagérd, Mar 2018
Lund_02405,"55.7047847,13.1938413",Lundagérd,@ (&= T ] YT, Aug 2017
Lund_02406,"55.7165499,13.1640236",L RN LT,    , Apr 2017
Lund_02407,"55.7002763,13.1903331",Katedralskolan,% Zina Mazurkevyc, Jun 2018
Lund_02408,"55.6890224,13.1685016",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02409,"55.7038692,13.2033632",Botanical Garden,ag‘:ggﬁ ), Apr 2018
Lund_02410,"55.7047847,13.1938413",Lundagérd 9,Pl p! chalier,
Lund_02411,"55.6972583,13.18703",Stadsparken,"@‘, Jonas Blomgqvist", May 2018
Lund_02412,"55.7022055,13.1959777",Rosegarden,[ BRI TS,
Lund_02413,"55.7047847,13.1938413",Lundagérd g,“.3 Florian Lang, Sep 2011
Lund_02414,"55.7047847,13.1938413",Lundagérd g,“.3 Florian Lang, Sep 2011
Lund_02415,"55.6972583,13.18703",Stadsparken,"@ e,", Jun 2017
Lund_02416,"55.6919448,13.2293468",Fossilparken,] y Tommy Garting, Sep 2018
Lund_02417,"55.7041445,13.1932547",Lund Cathedral,Birgit & P&r Sven, Aug 2018
Lund_02418,"55.7047847,13.1938413",Lundagérd {,@} BEEOEl ], May 2018
Lund_02419,"55.7047847,13.1938413",Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_02420,"55.706647,13.191084",Lunds stadsbibliotek,\ ) Torben Clausen, Jul 2017
Lund_02421,"55.6972583,13.18703",Stadsparken,5 a Anna Sadowska, Oct 2018
Lund_02422,"55.7045801,13.1964699",Kulturen,e S YD R E,
Lund_02423,"55.7047847,13.1938413",Lundagérd 8,a Katherine M., Jul 2017
Lund_02424,"55.7132426,13.1510846",Plantagen,‘3 Niclas Schedin, Mar 2017
Lund_02425,"55.6978281,13.1986002",LT ELLER BT,"g R oo,", May 2016
Lund_02426,"55.7047811,13.1963786",Innergérden,@ YR Gl,
Lund_02427,"55.7045801,13.1964699",Kulturen,Peter Denton, Apr 2017
Lund_02428,"55.6988056,13.2443864",Pysslingen Forskola,‘;G\ DIIEY T, Jun 2017
Lund_02429,"55.6898804,13.1708437",! 3 Oliver Jannessor,! 3 Oliver Jannessor, Jul 2017
Lund_02430,"55.6831585,13.1778124",Lime Technologies S,6 IR DL, Jul 2015
Lund_02431,"55.7344406,13.1540883",Nobbel6vs mosse,i\ 1T T, Jul 2014
Lund_02432,"55.7077976,13.1568181",Rinnebick Gorge 2,G; Emil Nilsson, Jun 2016
Lund_02433,"55.7047847,13.1938413",Lundagérd,R Ryan Lannigan, Oct 2018
Lund_02434,"55.7077976,13.1568181",Rinnebick Gorge 2,L 1T T, May 2014
Lund_02435,"55.7047847,13.1938413",Lundagérd,R Ryan Lannigan, Oct 2018
Lund_02436,"55.7053787,13.1509777",Vérpinge Hundrastpl,& Victor Kalbskopf, Oct 2016
Lund_02437,"55.7089365,13.1971643",LTS T T T,D ) Daniel Wessel, Oct 2018
Lund_02438,"55.7344406,13.1540883",L TR TR,O ) Olexiy Avramche!, Aug 2017
Lund_02439,"55.7077976,13.1568181",Rinnebick Gorge 2,(U‘ ), May 2018
Lund_02440,"55.6884296,13.2183203",,, Sep 2017
Lund_02441,"55.7344406,13.1540883",Nobbel6vs mosse,3\ 1T T, May 2014
Lund_02442,"55.6855321,13.1816533",Horselenheten barn,K Kommunikation |, May 2007
Lund_02443,"55.7344406,13.1540883",Nobbel6vs mosse,i\ 1T T, Jun 2014
Lund_02444,"55.6938744,13.1615008",. Vahid Asgari,. Vahid Asgari, Aug 2017
Lund_02445,"55.6836178,13.1761265",Asylen,ﬁ BN PN R, Aug 2017
Lund_02446,"55.6966644,13.2465241",HSB BRF Linero I Lui,9 Travel to, Apr 2017
Lund_02447,"55.6944804,13.2415181",Linero pub & pizzeri,LR R EFA ¢, Apr 2018
Lund_02448,"55.6961556,13.1778979",Klostergérdens IP,M Michael Damgaa, Jul 2017
Lund_02449,"55.683894,13.1781502",(I L L T,@ Thyge Andersen, Jun 2017
Lund_02450,"55.7411529,13.1712321",\E e L ET T T T,6 IR DL, Dec 2016
Lund_02451,"55.6797841,13.1825263",CircleK,"’I‘, Johan Carlsson", Aug 2017
Lund_02452,"55.6930383,13.179028",Coop Klostergarden,’ ‘f Magnus Erkenfel, Jul 2017
Lund_02453,"55.7054394,13.1565132",Per Johans Park ¢,% Johan Linse, Dec 2017
Lund_02454,"55.7344406,13.1540883",Nobbelbvs mosse,M Maria Tracz, Jul 2017
Lund_02455,"55.6862438,13.2493556",Greenhouse,N ' New Greenhouse, Jan 2018
Lund_02456,"55.6961556,13.1778979",Klostergérdens IP,Florian Weissbac, Jul 2018
Lund_02457,"55.694761,13.2422531",Fitness24Seven,e Travel to, Jul 2017
Lund_02458,"55.7201539,13.2051777",Lidl,H Hrvoje Habus,s_ Sep 2016
Lund_02459,"55.6975637,13.2406008",AR LT,o Travel to,Jul 2017 '
Lund_02460,"55.7273146,13.2255203",Klosteréingshdjden,@ ) Banne Rumengal, May 2018
Lund_02461,"55.7264927,13.2350963",MAX IV Laboratory,6 IR DL, Jun 2016
Lund_02462,"55.7047847,13.1938413",Lundagérd,%@‘ Orfeas Kalipolitis, Oct 2018
Lund_02463,"55.7344406,13.1540883",Nobbelbvs mosse,g ) Andreas Ahlgvist, May 2018
Lund_02464,"55.7344406,13.1540883",Nobbelbvs mosse,g ) Andreas Ahlgvist, May 2018
Lund_02465,"55.6988062,13.2455314",Linero IP,a abomaryam abds, Aug 2018
Lund_02466,"55.7047847,13.1938413",Lundagérd ¢,& Obbie Hadrian, Oct 2018
Lund_02467,"55.7344406,13.1540883",L TR TR,vg Aymeric Rivollier,
Lund_02468,"55.7344406,13.1540883",Nobbel6vs mosse,L  Lilja Skold, Sep 2016
Lund_02469,"55.6961556,13.1778979",Klostergérdens IP,‘\ LT, May 2014
Lund_02470,"55.6887352,13.1693717",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02471,"55.7077976,13.1568181",Rinnebicksravinen!,j‘;}) Ingegerd Karlsso,
Lund_02472,"55.6884643,13.2291621",LELEITT RN {,ﬂ) Mr.Roman Lak, Apr 2017
Lund_02473,"55.7020965,13.1547731",Rostréttsgatan lekpl:,L) Leka Lekplats, Jul 2017
Lund_02474,"55.731897,13.194686",,, Aug 2017
Lund_02475,"55.7344406,13.1540883",Nobbelbvs mosse,g \) Emanuel Johans, Apr 2017
Lund_02476,"55.6877227,13.1706705",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02477,"55.6884296,13.2183203",,, Dec 2016
Lund_02478,"55.7344406,13.1540883",Nobbel6vs mosse,M Maria Tracz, May 2018
Lund_02479,"55.7320997,13.166443",. [l e R ],. [l e R ], Jul 2015
Lund_02480,"55.7147487,13.1872459",Vasaplatsen,@ Tim Scharinger, Oct 2018
Lund_02481,"55.6884296,13.2183203",' Petar Novkovic,' Petar Novkovic, Sep 2016
Lund_02482,"55.7320997,13.166443",. L CURT T L BT,. L CURT T L BT,s_Street View
Lund_02483,"55.7289241,13.1964054",Netto,» & E R Ry, Sep 2016
Lund_02484,"55.7344406,13.1540883",Nobbel6vs mosse,L 1T T, Jul 2014
Lund_02485,"55.7344406,13.1540883",Nobbel6vs mosse,i\ 1T T, Aug 2014
Lund_02486,"55.7077976,13.1568181",Rinnebick Gorge,é) [T P T S, Jun 2017
Lund_02487,"55.6859518,13.1749436",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02488,"55.6858672,13.2279893",bread Lab ¢,Q! Ulrik Ivarsson,
Lund_02489,"55.6966644,13.2465241",OLYMPUS DIGITAL C,& Lennart Eliasson, Oct 2007
Lund_02490,"55.6945586,13.2418825",@ Dorota Gebusia,@ Dorota Gebusia, Jul 2017
Lund_02491,"55.7344406,13.1540883",Nobbelbvs mosse,M Maria Tracz, Jul 2017
Lund_02492,"55.6944579,13.2427642",ICA Supermarket Lin,K Kristijan Daskalo, May 2017
Lund_02493,"55.6885692,13.1697227",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02494,"55.6961556,13.1778979",Klostergérdens IP,Florian Weissbac, Sep 2018
Lund_02495,"55.7077976,13.1568181",Rinnebick Gorge : H,Q Ani Vera, Aug 2017
Lund_02496,"55.6988062,13.2455314",Linero IP {,"@""‘ Staffan Slager", Aug 2016
Lund_02497,"55.7077976,13.1568181",Rinnebick Gorge,{5@ (V=G, Jan 2018
Lund_02498,"55.6938744,13.1615008",é Henrik Larsson,é Henrik Larsson, May 2017
Lund_02499,"55.6877566,13.1706518",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02500,"55.7047847,13.1938413",Lundagérd,%@‘ Orfeas Kalipolitis, Oct 2018
Lund_02501,"55.7077976,13.1568181",Rinnebick Gorge,L% Jacob Gradén,
Lund_02502,"55.7020965,13.1547731",Rostréttsgatan lekpl:,L) Leka Lekplats, Jul 2017
Lund_02503,"55.6710529,13.1650332",Ljungs Handel,M) Mattias Onsdorff,
Lund_02504,"55.695146,13.242238",Linero-Ostra Torn Va,e Travel to, Jul 2017
Lund_02505,"55.7301495,13.1665148",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02506,"55.7005824,13.2122397",P Peter Sondhauss,P Peter Sondhauss,s_ May 2018
Lund_02507,"55.6961556,13.1778979",Klostergérdens IP,Florian Weissbac, Aug 2017
Lund_02508,"55.6797841,13.1825263",CircleK,m  meelis melsusi@, Apr 2018
Lund_02509,"55.7054834,13.1569862",Per Johan's Park pla,@ Johan Linse, Dec 2017
Lund_02510,"55.6938744,13.1615008",. Pavel Larsson,. Pavel Larsson, Oct 2017
Lund_02511,"55.7344406,13.1540883",L TR TR,L TR TR, Jul 2018
Lund_02512,"55.694761,13.2422531",Fitness24Seven,@ Simone Pellegrin, Mar 2018
Lund_02513,"55.6931087,13.1778877",g) Peter Vang Chris,g) Peter Vang Chris, Jul 2017
Lund_02514,"55.7047847,13.1938413",,,Photo
Lund_02515,"55.7344406,13.1540883",Nobbelbvs mosse,M Maria Tracz, Jul 2017
Lund_02516,"55.7344406,13.1540883",L TR TR,vg Aymeric Rivollier, Jul 2018
Lund_02517,"55.6768751,13.170793",0spAB Plant Departr,D Day Time, Sep 2018
Lund_02518,"55.687286,13.1709079",P Peter Sondhauss,P Peter Sondhauss,s_ May 2018
Lund_02519,"55.7344406,13.1540883",Nobbelbvs mosse,é’g Jimmy Andersso,
Lund_02520,"55.7344406,13.1540883",Nobbel6vs mosse,#€) Edvin Dribe, May 2017
Lund_02521,"55.7264927,13.2350963",MAX IV Laboratory,p‘ Indré Kolojanska, May 2017
Lund_02522,"55.7273146,13.2255203",Klosteréingshdjden,S Sara Eriksson, May 2017
Lund_02523,"55.6944753,13.1767399",Lund Nordanvig,/ isam altaliqani, Apr 2018
Lund_02524,"55.6918073,13.1752465",,,Photo
Lund_02525,"55.7077976,13.1568181",Rinnebick Gorge ¢,e.h Ola Holmberg, Mar 2018
Lund_02526,"55.6938744,13.1615008",e Bjérn Davidsson,e Bjérn Davidsson, May 2016
Lund_02527,"55.6884643,13.2291621",Rabysjon och Raby s,A ) Aliaksei Pukhavy, Aug 2017
Lund_02528,"55.6888894,13.1688671",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02529,"55.7077976,13.1568181",Rinnebick Gorge,i Chris Maljanovsk, Jul 2016
Lund_02530,"55.7264927,13.2350963",MAX IV Laboratory,ﬁ John Eckerdal, Jun 2016
Lund_02531,"55.7344406,13.1540883",L TR DR,L 1T T, Feb 2014
Lund_02532,"55.7344406,13.1540883",L TR TR,J Joachim Schéns, Jul 2016
Lund_02533,"55.6961556,13.1778979",Klostergérdens IP,Q‘ Mats Lundstrom, Jun 2017
Lund_02534,"55.7303086,13.1805445",Fredentorps Begravr,"¢ ;’&"" (o S W NV", Jul 2016
Lund_02535,"55.7344406,13.1540883",Nobbel6vs mosse,L 1T T, Feb 2014
Lund_02536,"55.6961556,13.1778979",Klostergérdens IP,42‘ Mats Lundstrom, Jun 2017
Lund_02537,"55.7077976,13.1568181",Rinnebick Gorge 2,L 1T T, Oct 2013
Lund_02538,"55.7047847,13.1938413",Lundagérd 8,g% Dennis Frank, Oct 2018
Lund_02539,"55.7019527,13.1919203",=G T ¢,Ingvar Olsson, Jul 2018
Lund_02540,"55.7344406,13.1540883",Vistra bron vid nébb,Q Thomas Herman, Mar 2017
Lund_02541,"55.7273146,13.2255203",Klosteréngshojden,Klosteréngshojden, Aug 2016
Lund_02542,"55.7320997,13.166443",Shaon Mazi,Shaon Mazi, Apr 2017
Lund_02543,"55.6974785,13.1930119",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02544,"55.6857624,13.2251573",Stora Raby Kyrka,"',& Meta Larsson", Sep 2018
Lund_02545,"55.7344406,13.1540883",Nobbel6vs mosse,BB BB Beigi, Jun 2017
Lund_02546,"55.6961556,13.1778979",Klostergérdens IP,U  ulf svanstrom, Apr 2018
Lund_02547,"55.6884643,13.2291621",Rabysjon och Raby s,§ Anastasia Kantol, Apr 2018
Lund_02548,"55.7344406,13.1540883",L TR TR,Q Peter Nordensva,
Lund_02549,"55.6922341,13.1634433",U IR e,P ) Peter Sondhauss,s_ Jun 2018
Lund_02550,"55.7344406,13.1540883",Nobbelbvs mosse,Q Peter Nordensva, Sep 2016
Lund_02551,"55.6984006,13.1881013",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02552,"55.7344406,13.1540883",Nobbel6vs mosse,L 1T T, Jun 2017
Lund_02553,"55.7047847,13.1938413",Lundagérd,ﬁg‘ Orfeas Kalipolitis, Oct 2018
Lund_02554,"55.6938744,13.1615008",[T 3,Q’ Ani Vera, Apr 2018 I
Lund_02555,"55.6862531,13.17311",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02556,"55.7077976,13.1568181",Rinnebick Gorge : H,Q Ani Vera, Aug 2017
Lund_02557,"55.6884296,13.2183203",Biltema 3,(o e R Y],
Lund_02558,"55.6808612,13.1879889",P Peter Sondhauss,P Peter Sondhauss,s_ May 2018
Lund_02559,"55.6875645,13.1707587",P Peter Sondhauss,P Peter Sondhauss,s_ May 2018
Lund_02560,"55.6881948,13.1703513",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02561,"55.7344406,13.1540883",L TR TR,vg Aymeric Rivollier, Jul 2018
Lund_02562,"55.7273146,13.2255203",Klosteréingshdjden,Klosteréingshdjden, Aug 2016
Lund_02563,"55.6952739,13.2475162",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02564,"55.7264927,13.2350963",MAX IV Laboratory,@ EONE Y, Oct 2016
Lund_02565,"55.7344406,13.1540883",Nobbelbvs mosse,3 Michael Hanssor, Jan 2018
Lund_02566,"55.712012,13.1966678",\V View360 Sweder,\V View360 Sweder,s_ Oct 2018
Lund_02567,"55.6843482,13.17995",P Peter Sondhauss,P Peter Sondhauss,s_ May 2018
Lund_02568,"55.7344406,13.1540883",Nobbelbvs mosse,3 Michael Hanssor, Jan 2018
Lund_02569,"55.6860179,13.1747042",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02570,"55.696081,13.1621233",Kiillby avioppsrening,’3\ Anna Kristiansso,
Lund_02571,"55.7077976,13.1568181",Rinnebick Gorge 2,ﬁ Ani Vera, Aug 2017
Lund_02572,"55.698915,13.2454455",Linero IP 8,o Travel to, Jul 2017 I
Lund_02573,"55.7273146,13.2255203",Klosteréngshojden,Q Peter Nordensva, May 2018
Lund_02574,"55.6961556,13.1778979",Klostergérdens IP,il VPN YT 1o K]0, Jun 2017
Lund_02575,"55.6938744,13.1615008",M Martin Ekstrand,M Martin Ekstrand, May 2017
Lund_02576,"55.7012977,13.2456595",Nobbelovs mosse,"[ "" N a0",s_ Mar 2017
Lund_02577,"55.7344406,13.1540883",Nobbelbvs mosse,M Maria Tracz, Jul 2017
Lund_02578,"55.6884643,13.2291621",Rabysjon och Raby s,g ) Ulrik Ivarsson, Sep 2016
Lund_02579,"55.7344406,13.1540883",Nobbelbvs mosse,Q Peter Nordensva, Aug 2018
Lund_02580,"55.7077976,13.1568181",Rinnebick Gorge,s Zingo Andersen, Oct 2017
Lund_02581,"55.7047847,13.1938413",Lundagérd ¢,@ Ingvar Olsson, Jul 2018
Lund_02582,"55.6831585,13.1778124",Lime Technologies S,6 IR DL,
Lund_02583,"55.7344406,13.1540883",L TR TR,O ) Olexiy Avramche!, Jun 2017
Lund_02584,"55.7047847,13.1938413",Lundagérd,R Ryan Lannigan, Oct 2018
Lund_02585,"55.6841296,13.1804898",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02586,"55.7344406,13.1540883",P YR,P YR, Jun 2017 I
Lund_02587,"55.6874566,13.1708191",P Peter Sondhauss,P Peter Sondhauss,s_ May 2018
Lund_02588,"55.7344406,13.1540883",Nobbelbvs mosse,Q‘ Markus Olsson, Jan 2018
Lund_02589,"55.6886981,13.1694712",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02590,"55.6883251,13.218843",- [I1ET T,” Hannes Carlsted, Aug 2018
Lund_02591,"55.7264927,13.2350963",MAX IV Laboratory,S;. Bjarne Rosengrel, Jul 2016
Lund_02592,"55.7344406,13.1540883",Nobbelbvs mosse,3 Michael Hanssor, Jan 2018
Lund_02593,"55.6837113,13.1769714",Vackert stopp pa mii,[0 P, Aug 2016
Lund_02594,"55.685018,13.1812289",Hep Cat Store,‘4 »i Martin Lannerés, Aug 2018
Lund_02595,"55.7108635,13.2328346",Lilla Coop H,O CRDTPI[),
Lund_02596,"55.7273146,13.2255203",Klosteréingshdjden,@ ) Banne Rumengal, May 2018
Lund_02597,"55.7303206,13.1867349",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02598,"55.7344406,13.1540883",L TR TR,\ARYIE T EEG RV ED, Jun 2018
Lund_02599,"55.6842036,13.1802819",P Peter Sondhauss,P Peter Sondhauss,s_ May 2018
Lund_02600,"55.6840786,13.1741939",Lund 9,@ David Bjarup, Oct 2016
Lund_02601,"55.6878202,13.2265987",Raby Sjopark,N R - UE T TR T T, Aug 2018
Lund_02602,"55.6797841,13.1825263",CircleK,‘ Alexander Pataki, Mar 2017
Lund_02603,"55.7043078,13.1896405",O'Learys,\/ View360 Sweder,s_ Oct 2018
Lund_02604,"55.7344406,13.1540883",Nobbel6vs mosse,Nobbel6vs mosse, Dec 2016
Lund_02605,"55.7077976,13.1568181",Rinnebick Gorge,Q Daniel Nilsson, Aug 2018
Lund_02606,"55.7047847,13.1938413",Lundagérd,ﬁg‘ Orfeas Kalipolitis, Oct 2018
Lund_02607,"55.7047847,13.1938413",Lundagérd 9,-@ PN, Jul 2018
Lund_02608,"55.6994259,13.2450593",Linero street court,‘-B Lunds Basket, Jul 2018
Lund_02609,"55.6865505,13.1713506",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_02610,"55.7344406,13.1540883",|G AT,|G AT, Feb 2017
Lund_02611,"55.687597,13.1707403",P Peter Sondhauss,P Peter Sondhauss,s_ May 2018
Lund_02612,"55.6898804,13.1708437",Killbybadet,i# Marie Cammarot, Jun 2017
Lund_02613,"55.7344406,13.1540883",L TR TR,\ARYIE T EEG RV ED, Jun 2018
Lund_02614,"55.6988062,13.2455314",Linero IP,.@ Martin Andersso, Jun 2016
Lund_02615,"55.7344406,13.1540883",Nobbelbvs mosse,f }l’ Gunilla Svartengi, Sep 2016
Lund_02616,"55.6841492,13.1804328",P Peter Sondhauss,P Peter Sondhauss,s_ May 2018
Lund_02617,"55.6884296,13.2183203",Biltema,(’)3 Samuel Estenlun,
Lund_02618,"55.7289241,13.1964054",Netto,% (UTEEIEY CERE, Sep 2017
