"[Chinese, (Sim.)]",6,2,,5,2 weeks ago ,鹿肉排很赞,,主菜点了鹿肉排，甜点的冰淇淋怪怪的，感觉...More
[German],4,282,102.0,5,"November 19, 2014 ",klein aber fein...,,währen einer Durchreise durch Lund hat uns die Hotelrezeption dieses Lokal empfohlen. Ohne Reservierung haben wir einen kleinen Tisch für...More
[German],4,282,102.0,5,"November 19, 2014 ",klein aber fein...,,währen einer Durchreise durch Lund hat uns die Hotelrezeption dieses Lokal empfohlen. Ohne Reservierung haben wir einen kleinen Tisch für...More
[German],4,282,102.0,4,"October 17, 2016 ",Nicht ganz zufrieden,,Das ist meine zweite Bewertung für Mat & Destillat. Nach 2 Jahren reservierte ich auf der Durchreise einen Tisch zum...More
[German],4,282,102.0,4,"October 17, 2016 ",Nicht ganz zufrieden,,Das ist meine zweite Bewertung für Mat & Destillat. Nach 2 Jahren reservierte ich auf der Durchreise einen Tisch zum...More
[Italian],10,25,5.0,4,"August 17, 2016 ",Pranzo piacevole,,"Cibo buono, abbondante e ottimo rapporto qualità prezzo. Locale molto carino e personale gentile. Ottime birre."
[Italian],10,25,5.0,4,"August 17, 2016 ",Pranzo piacevole,,"Cibo buono, abbondante e ottimo rapporto qualità prezzo. Locale molto carino e personale gentile. Ottime birre."
[Italian],10,53,51.0,4,"January 2, 2014 ",No more water!,,"Splendido ristorante ubicato al centro  di Lund, dove degustare ottima cucina svedese. Servizio e qualità ottimi, prezzo nella media per...More"
[Italian],10,53,51.0,4,"January 2, 2014 ",No more water!,,"Splendido ristorante ubicato al centro  di Lund, dove degustare ottima cucina svedese. Servizio e qualità ottimi, prezzo nella media per...More"
[Italian],10,19,6.0,5,"June 14, 2016 ",ottimo,,"tutto perfetto, servizio ineccepibile e cibo ottimo.
asparagi e pesce cotto alla griglia con verdure miste.
alla moda
costo nella...More"
[Italian],10,19,6.0,5,"June 14, 2016 ",ottimo,,"tutto perfetto, servizio ineccepibile e cibo ottimo.
asparagi e pesce cotto alla griglia con verdure miste.
alla moda
costo nella...More"
[Italian],10,108,15.0,4,"March 2, 2018 ",Ottimi piatti ed eleganza,,"Ristorante molto raffinato e con stile, ottimo servizio e piatti veramente buoni.
La vellutata di zucca con salmone è deliziosa,...More"
[Italian],10,108,15.0,4,"March 2, 2018 ",Ottimi piatti ed eleganza,,"Ristorante molto raffinato e con stile, ottimo servizio e piatti veramente buoni.
La vellutata di zucca con salmone è deliziosa,...More"
[Italian],10,154,54.0,4,"March 25, 2015 ",una cena ottima,,ero in svezia per un corso e come cena di fine training siamo andati am Mat. il locale si presenta...More
[Italian],10,154,54.0,4,"March 25, 2015 ",una cena ottima,,ero in svezia per un corso e come cena di fine training siamo andati am Mat. il locale si presenta...More
[Italian],10,69,7.0,5,"May 12, 2018 ",Ristorante di ottimo livello,"Solto Collina, Italy","Mi è capitato in diverse occasioni di cenare in questo bel ristorante del centro di Lund. Servizio molto buono, scelta...More"
[Italian],10,69,7.0,5,"May 12, 2018 ",Ristorante di ottimo livello,"Solto Collina, Italy","Mi è capitato in diverse occasioni di cenare in questo bel ristorante del centro di Lund. Servizio molto buono, scelta...More"
[Italian],10,89,89.0,3,"October 2, 2013 ",Cena discreta ma il servizio è pessimo.,"Milan, Italy","Cena di lavoro con colleghi, il locale è carino come qualche piatto ma il servizio è davvero pessimo. Ho chiesto...More"
[Italian],10,89,89.0,3,"October 2, 2013 ",Cena discreta ma il servizio è pessimo.,"Milan, Italy","Cena di lavoro con colleghi, il locale è carino come qualche piatto ma il servizio è davvero pessimo. Ho chiesto...More"
[Italian],10,14,4.0,4,"September 1, 2015 ",ottimo,"Lund, Sweden","Cucina raffinata ottimo servizio, ottimi i drink vino eccellente Barolo 2003, atmosfera piacevole, lo consiglio."
[Italian],10,14,4.0,4,"September 1, 2015 ",ottimo,"Lund, Sweden","Cucina raffinata ottimo servizio, ottimi i drink vino eccellente Barolo 2003, atmosfera piacevole, lo consiglio."
[Italian],10,42,30.0,4,"September 6, 2017 ",Sopra ogni aspettativa,"Padua, Italy","Locale accogliente, ottima qualità degli ingredienti, della preparazione e nella presentazione delle proposte, sia del piatto principale (sia pesce che...More"
[Italian],10,42,30.0,4,"September 6, 2017 ",Sopra ogni aspettativa,"Padua, Italy","Locale accogliente, ottima qualità degli ingredienti, della preparazione e nella presentazione delle proposte, sia del piatto principale (sia pesce che...More"
[Italian],10,1,,5,"September 6, 2018 ",Ottima cena al centro di Lund di fronte alla Cattedrale,,"E' la seconda volta che vado in questo ristorante. L'ultima volta giovedì 30 agosto. 
Sono rimasto molto molto soddisfatto, sia...More"
[Italian],10,1,,5,"September 6, 2018 ",Ottima cena al centro di Lund di fronte alla Cattedrale,,"E' la seconda volta che vado in questo ristorante. L'ultima volta giovedì 30 agosto. 
Sono rimasto molto molto soddisfatto, sia...More"
[Norwegian],2,202,31.0,5,"July 17, 2018 ",flott opplevelse i Lund,"Oslo, Norway",Vi bestilte avsmakingsmenyen med tilhørende vinpakke. Et godt valg og med god valuta for pengene. Serveringene var varierte og utfordret...More
[Norwegian],2,202,31.0,5,"July 17, 2018 ",flott opplevelse i Lund,"Oslo, Norway",Vi bestilte avsmakingsmenyen med tilhørende vinpakke. Et godt valg og med god valuta for pengene. Serveringene var varierte og utfordret...More
[Norwegian],2,2,,5,"July 22, 2016 ",Top notch,,"Veldig bra service, bra cocktailer og flott mat med smakfulle råvarer. Særlig bra var det iberiske svinet. Gode viner på...More"
[Norwegian],2,2,,5,"July 22, 2016 ",Top notch,,"Veldig bra service, bra cocktailer og flott mat med smakfulle råvarer. Særlig bra var det iberiske svinet. Gode viner på...More"
[Portuguese],3,14,2.0,5,"January 2, 2017 ",Jantar,,"Excelente comida, ótimo atendimento! Ambiente gostoso com funcionários atenciosos!! Super recomendo!"
[Portuguese],3,14,2.0,5,"January 2, 2017 ",Jantar,,"Excelente comida, ótimo atendimento! Ambiente gostoso com funcionários atenciosos!! Super recomendo!"
[Portuguese],3,128,32.0,4,"January 21, 2017 ",Dos melhores em Lund,"Kojimachi, Japan","Aqui temos o prazer de apreciar das melhores refeições de Lund.
É um espaço muito agradável frequentado por pessoas de...More"
[Portuguese],3,128,32.0,4,"January 21, 2017 ",Dos melhores em Lund,"Kojimachi, Japan","Aqui temos o prazer de apreciar das melhores refeições de Lund.
É um espaço muito agradável frequentado por pessoas de...More"
[Portuguese],3,133,44.0,5,"June 15, 2015 ",Incrível! Muito gostoso!,"Sao Paulo, SP","um lugar aconchegante, bonito, atraente em meio a Lund! Comida deliciosa, garçons muito atenciosos! 
Strarter, main course, sobremesa e muitas...More"
[Portuguese],3,133,44.0,5,"June 15, 2015 ",Incrível! Muito gostoso!,"Sao Paulo, SP","um lugar aconchegante, bonito, atraente em meio a Lund! Comida deliciosa, garçons muito atenciosos! 
Strarter, main course, sobremesa e muitas...More"
[Russian],4,107,59.0,4,"August 31, 2013 ",Стоит попробовать,"Moscow, Russia","Удачное место расположения. Интерьер без изысков и столики на мой взгляд несколько тесно расположены в зале. Кухня отличная, персонал расторопный...More"
[Russian],4,107,59.0,4,"August 31, 2013 ",Стоит попробовать,"Moscow, Russia","Удачное место расположения. Интерьер без изысков и столики на мой взгляд несколько тесно расположены в зале. Кухня отличная, персонал расторопный...More"
[Russian],4,93,54.0,5,"February 4, 2015 ",Очень хорошо,"Moscow, Russia","Вкусная еда, свежие ингредиенты, замечательное обслуживание, удобное расположение. Все было прекрасно. Все достоинства перекрывают с лихвой шумность в зале пятничного...More"
[Russian],4,93,54.0,5,"February 4, 2015 ",Очень хорошо,"Moscow, Russia","Вкусная еда, свежие ингредиенты, замечательное обслуживание, удобное расположение. Все было прекрасно. Все достоинства перекрывают с лихвой шумность в зале пятничного...More"
[Russian],4,23,27.0,2,"March 6, 2017 ",Явно переоценённый ресторан для как-бы-элиты,,"Была в этом ресторане и на званом ланче, и простом обеде, и торжественном ужине. Ни разу не была поражена или...More"
[Russian],4,23,27.0,2,"March 6, 2017 ",Явно переоценённый ресторан для как-бы-элиты,,"Была в этом ресторане и на званом ланче, и простом обеде, и торжественном ужине. Ни разу не была поражена или...More"
[Russian],4,156,50.0,5,"November 11, 2014 ",Превосходные деликатесы,"Moscow, Russia","Идеальное меню на 1 страницу по 3-4 блюда в каждой категории.
Изумительный паштет с жареными лесными грибами и слайсами из...More"
[Russian],4,156,50.0,5,"November 11, 2014 ",Превосходные деликатесы,"Moscow, Russia","Идеальное меню на 1 страницу по 3-4 блюда в каждой категории.
Изумительный паштет с жареными лесными грибами и слайсами из...More"
[Spanish],3,13,10.0,5,"August 13, 2018 ",Excelente hallazgo,"Mataro, Spain",Una carta corta pero platos excelentes con buen producto bien elaborado. El servicio atento y muy profesional. Muy recomendable.
[Spanish],3,13,10.0,5,"August 13, 2018 ",Excelente hallazgo,"Mataro, Spain",Una carta corta pero platos excelentes con buen producto bien elaborado. El servicio atento y muy profesional. Muy recomendable.
[Spanish],3,256,62.0,4,"October 11, 2016 ",Excelente alternativa ,"Sant Cugat del Valles, Spain","Restaurante céntrico, enfrente de la catedral. La decoración es elegante y le da un toque de restaurante moderno pero con...More"
[Spanish],3,256,62.0,4,"October 11, 2016 ",Excelente alternativa ,"Sant Cugat del Valles, Spain","Restaurante céntrico, enfrente de la catedral. La decoración es elegante y le da un toque de restaurante moderno pero con...More"
[Spanish],3,85,9.0,4,"October 4, 2017 ",Excelente opción,"Malaga, Spain",Tanto la cena como el servicio fueron excelentes. Amplia carta de vinos. Conviene reservar antes de ir.
[Spanish],3,85,9.0,4,"October 4, 2017 ",Excelente opción,"Malaga, Spain",Tanto la cena como el servicio fueron excelentes. Amplia carta de vinos. Conviene reservar antes de ir.
[Swedish],345,39,9.0,5,1 week ago ,Genuint bra,"Malmo, Sweden",Maten är superb men om du skall gå nuts så beställ en drink . Men å andra ska vi prata...More
[Swedish],345,23,4.0,5,1 week ago ,Väldigt god lunch,,"Åt en fantastisk torsk med tillbehör.  Mysig omgivning och trevlig personal.
Rekommenderas varmt, äter gärna där igen."
[Swedish],345,122,13.0,4,1 week ago ,Verkligen gott!,"Fagelmara, Sweden",Det var med stor entusiasm vi tog oss an menyn. Det blev kycklingterrine och ren. Mycket bra komposition och välsmakande....More
[Swedish],345,7,1.0,4,1 week ago ,Bra service!,"Lund, Sweden","Bra service, suveräna drinkar. Maten har alltid varit god när jag besökt. Rekommenderas till alla som besöker lund!"
[Swedish],345,11,2.0,5,2 weeks ago ,Verkligen jättegott,"Stockholm, Sweden",Firade en examen med familjen och fick utmärkt service och framför allt jättegod mat. Alla i sällskapet var nöjda med...More
[Swedish],345,12,,5,2 weeks ago ,Bästa stället i stan,"Lund, Sweden",De är mycket bra att tillföra olika smaker i maträtterna. Personalen mycket proffsig. Jag har aldrig lämnat restaurangen på dåligt...More
[Swedish],345,5,,5,3 weeks ago ,Dagens: Fantastisk lunch - som vanligt!,"Staffanstorp, Sweden","Jag upphör aldrig att förvånas av den kvalitet som lunchen ALLTID har på M&D! Fisk eller kött spelar ingen roll,...More"
[Swedish],345,264,56.0,5,4 weeks ago ,Hög klass!,"Lund, Sweden","Trevligt inredd krog i gamla anrika Conditori Lundagårds lokaler. Av detta syntes, som tur är, eftersom det var ganska dammigt...More"
[Swedish],345,79,21.0,5,"April 10, 2018 ",Toppenlunch,Sweden,Idag var vi på Mat och Destillat och valde pocherad sej med ärtkräm och annat smått och gott till lunch....More
[Swedish],345,9,4.0,5,"April 12, 2014 ",Imponerande,"Hassleholm, Sweden","Hög service,supergod mat och fantastiska drinkar. En eftermiddag att minnas med glädje. Kommer varmt rekommendera vänner att besöka stället."
[Swedish],345,16,2.0,5,"April 12, 2018 ","Bra miljö, bättre mat","Stockholm, Sweden","Drop-in sen vardagskväll efter jobb.
Snabb o vänlig personal fixade plats.
Lagom på med rekommendationer.
Sedan mycket bra mat -...More"
[Swedish],345,79,24.0,5,"April 13, 2016 ",Alltid läckert och super service,"Malmo, Sweden",Man känner sig alltid välkommen på Lunds bästa restaurang. Sparsmakad meny med spännande smaker. Vi åt färsk vit sparris från...More
[Swedish],345,66,23.0,5,"April 16, 2013 ",Kulinariskt!,Sweden,Vi åt Valentine menyn! Allt var vällagat med hög kvalitet! Bra service o fin utsikt mot Universitetsbyggnaden. Gott vin!
[Swedish],345,55,18.0,4,"April 16, 2014 ",Mycket bra restaurang,"Lund, Skåne Län, Sweden","Mat & Destillat tillhör Lunds topprestauranger! Fantastiskt god, vällagad och intressant mat. Det märks att kockarna har passion för matlagning....More"
[Swedish],345,37,15.0,5,"April 17, 2013 ",Lunds bästa restaurang,"Lund, Sweden",Mat & Destillat har på endast ett par år seglat upp i den absoluta krogtoppen i Lund. Kort välkomponerad meny....More
[Swedish],345,56,9.0,4,"April 18, 2015 ",En av de bättre restaurangerna i Lund,"Lund, Sweden","Varmt rekommenderad restaurang i Lund. Bra mat, och bra drinkutbud. Rimliga priser och trevlig personal. Har ätit och druckit här...More"
[Swedish],345,68,10.0,5,"April 18, 2016 ",Härlig matupplevelse,"Loddekopinge, Sweden",Åt avsmakningsmenyn med tillhörande vinpaket och det var en fantastisk matupplevelse. Allt lagat med omsorg och repsekt för råvarorna. Förstklassig...More
[Swedish],345,23,4.0,5,"April 18, 2017 ",Wooow <3,"Lund, Sweden","Så himla gott. Vi bad om något vegetariskt och det var inga problem, ville typ gråta över hur perfekt sparrisen...More"
[Swedish],345,336,72.0,5,"April 20, 2015 ",Välrenommerat ställe som levererar,"Malmo, Sweden","Vi ""slank in"" en lördagkväll och si - det fanns plats för oss.Vi hade ganska så höga förväntningar med tanke...More"
[Swedish],345,50,14.0,5,"April 21, 2016 ",Fantastiskt!,"Lund, Sweden",Är inte mitt första besök på denna fantastiska restaurang! (Och långt ifrån det sista!) Stämningen är som alltid hög och...More
[Swedish],345,28,10.0,1,"April 24, 2016 ","Smaklös, halvrå torsk",,"Var här med jobbet för en lunch och hade höga förväntningar på denna restaurang, då jag har hört så mycket...More"
[Swedish],345,47,10.0,5,"April 25, 2016 ",Bättre för varje år,"Lund, Sweden","Detta är ett av Lunds bästa etablissemang. Äter här frekvent, både lunch och middag. Blir ofta överraskad då maten i...More"
[Swedish],345,4,,5,"April 25, 2016 ","Proffsigt, ombonat och vällagat","Lund, Sweden","Ombonad fin lokal med lyxig känsla, god vällagad mat med roliga inslag samt proffsig och trevlig personal. Har inget att...More"
[Swedish],345,3,,3,"April 26, 2015 ",Bra service men lite tråkig mat,,En oerhört trevlig servitör tog emot oss och gjorde ett fantastiskt jobb genom hela middagen dock var maten inte i...More
[Swedish],345,6,3.0,5,"April 27, 2015 ",Fantatisk service och mycket god mat,"Helsingborg, Sweden",Vi kände oss hemma från det vi steg in tills en av ägarna sa farväl i dörren. Maten var underbar...More
[Swedish],345,12,,5,"April 27, 2016 ",Genuint kunnande i go atmosvär,"Lund, Sweden","Mitt emot Lundagård, i det gamla konditoriet ligger denna oas.
Här välkomnas du av högt i tak och mysig belysning....More"
[Swedish],345,112,31.0,4,"April 27, 2017 ",Supergod mat i klassisk miljö,"Molnlycke, Sweden",En middag i klassisk Lunda miljö gav mersmak. De har en lagom stor meny med både fisk och kötträtter samt...More
[Swedish],345,16,3.0,4,"April 29, 2015 ",Vilket toppenställe!,"Kungsbacka, Hallands Län, Sweden","Fantastiskt bra service och riktigt god mat. Serveringspersonalen laddade min telefon som började få slut på batteri, i baren. När...More"
[Swedish],345,2,3.0,5,"April 3, 2017 ",Drinkar ,,"En drinkmeny i absolut toppklass, testa gärna 'jord och järn'. Atmosfären i baren är familjär och servicen ät alltid på...More"
[Swedish],345,73,21.0,5,"April 4, 2015 ",Whaoo!,"Lund, Sweden",Ett suveränt matställe mitt i centrala Lund och dessutom på riktigt klassisk mark i Lund. Utmärkt service och underbar mat....More
[Swedish],345,1,,5,"April 5, 2016 ",Månadens meny fantastisk.,"Molndal, Sweden","Underbar mat, strålande service. Huvudrättens kött smälte i munnen tillsammans med övriga smakupplevelser."
[Swedish],345,4,1.0,4,"April 6, 2014 ",Härligt,"Lund, Sweden","Prisvärt.God mat och trevligt i restaurangen.Lite stelt för ""romantik"" men skönt på sitt sätt.Klart värt ett beök."
[Swedish],345,2,,4,"April 7, 2017 ",En smakresa i toppklass  ,,Absolut bland det bättre smakupplevelser jag upplevt. Vi åt en 6 rätters.  Välbalanserade smaker i 5 av 6 st. En...More
[Swedish],345,1,,5,"April 8, 2017 ",Makalöst trevligt ställe.,,"Med en otrolig service och en smakupplevelse över det vanliga, gjordes vår kväll. Ett bra val av dryck som passade...More"
[Swedish],345,14,7.0,5,"April 8, 2017 ",Drinkar i världsklass!,,"Det finns en tanke & historia bakom varje drink. Kenneth & gänget i baren är fantastiskt duktiga. Estetiska, lyxiga &...More"
[Swedish],345,11,5.0,5,"April 9, 2016 ",Bäst i Lund!,"Lund, Sweden","Alltid mat i toppklass, även om man tar med maten hem! Stort plus för den trevliga miljön och den fantastiska...More"
[Swedish],345,19,7.0,5,"August 1, 2013 ",Godast i Lund,"Lund, Sweden",Äter ofta här och det smakar alltid mycket väl. Trevlig personal och schysst atmosfär. God drinkar om man känner för...More
[Swedish],345,76,13.0,5,"August 1, 2016 ",Totalupplevelse,"Gothenburg, Sweden",Många vill ta en drink före maten. Dumt tycker jag. Låt smaksinnena vara öppna för maten istället. Vi åt en...More
[Swedish],345,2,,5,"August 11, 2017 ",Utmärkt fin restaurang,"Copenhagen, Denmark",Denna gång var jag med vännerna på restaurangen Mat & Destillat då vi hade hört väl om restaurangen och snacka...More
[Swedish],345,93,13.0,5,"August 13, 2018 ",God mat i fin miljö ,"Lund, Sweden",Har ätit här ett antal gånger och har alltid blivit lika nöjd med maten och servicen. Kan varmt rekommendera denna...More
[Swedish],345,31,1.0,5,"August 14, 2018 ",Lunds bästa ställe,,Dyr mat men Lunds bästa resataurang och den enda restaurangen i stan där man får riktigt bra service. Missa inte...More
[Swedish],345,36,,5,"August 14, 2018 ",Trevlig service och god mat.,"Uppsala, Sweden","Trevlig miljö och mycket god mat. Kvällen jag var där hade en av servitörerna blivit sjuk, och övrig personal hade...More"
[Swedish],345,11,3.0,5,"August 16, 2017 ",Välkomponerat och gott,Valletta,"Har aldrig blivit missnöjd på M&D, funkar lika bra till drinkar med tjejgänget som finmiddag med föräldrarna. Väldigt bra drinkar,...More"
[Swedish],345,180,31.0,5,"August 19, 2017 ",Toppklass födelsedagsfirande,"Lund, Sweden","Som vanligt levererar M&D toppklass service, mat och dryck. Middag för 7 pers och samtliga ger högsta betyg. Ser redan...More"
[Swedish],345,86,12.0,5,"August 19, 2017 ",Stans bästa restaurang,"Lund, Sweden","Firade en födelsedag här i veckan, och kan återigen konstatera att Mat & Destillat utan större konkurrens är Lunds bästa...More"
[Swedish],345,36,10.0,4,"August 20, 2018 ",Vacker och vällagad mat,"Lund, Sweden",Vi var ett stort gäng som firade en kollega. Vi hade bestämt rätter tidigare vilket säkert underlättade för personalen. Vi...More
[Swedish],345,51,8.0,5,"August 22, 2016 ",En pärla!,,Helt klart bland dom bättre restaurangerna i regionen! Alltid intressant meny och bar i toppklass! Personalen är mycket kunnig och...More
[Swedish],345,5,1.0,5,"August 23, 2016 ","Atmosfären, personalen och maten i ett enda ord, fantastiskt","Lund, Sweden",Dom fixade en fantastisk lunch efter en minnesstund. Serverade en dagens som passade alla i sällskapet
[Swedish],345,19,9.0,5,"August 23, 2016 ",Middag och bar,"Karon, Thailand",Det här är nog Lunds bästa restaurang. Bra service med trevlig och positiv personal! Menyn är inte stor men varierar...More
[Swedish],345,9,4.0,2,"August 23, 2016 ",Begränsad meny,"Lund, Sweden",Blev besviken på urvalet. Inte så god kvalitet på råvarorna. Kändes som om restaurangen ville imponera med udda köttdelar som...More
[Swedish],345,11,1.0,5,"August 26, 2016 ",Bröloppsdag på mat och destillat.,"Furulund, Sweden",Jag och min fru var på mat och destillat för att fira vår femte bröllopsdag. Jag informerade om detta vi...More
[Swedish],345,10,2.0,4,"August 26, 2018 ",Överträffar förväntningarna ,"Stockholm, Sweden","Vi besökte denna restaurangen för ett år sedan och det var lika bra som senast. Servicen ä mycket bra, kunnig...More"
[Swedish],345,72,15.0,5,"August 27, 2015 ",Mat och Dryck på hög nivå,"Staffanstorp, Sweden","Mat och Destillat sviker inte.
Det är värt att gå hit bara för att se deras bartenders jobba och skapa...More"
[Swedish],345,46,17.0,5,"August 29, 2016 ",Lunds godaste Crème brûlée,"Lund, Sweden","Åt en fjärsing (fisk) mycket gott, har varit här fyra gånger tidigare och alltid god mat och bra service men...More"
[Swedish],345,31,5.0,4,"August 29, 2017 ",Vällagad mat med trevlig och rapp service,"Sjömarken, Västra Götaland, Sweden","Vi fick en härlig kväll med vällagad mat och mycket uppmärksam och snabb service. Genomgående bra nivå på maten, dock...More"
[Swedish],345,9,3.0,4,"August 30, 2018 ",Trevligt,"Lund, Sweden","God mat och en lite annorlunda restaurang gör det både roligt och trevligt att äta här.
Bra meny och bra...More"
[Swedish],345,15,4.0,5,"August 4, 2015 ",Drinkhimlen!,"Stockholm, Sweden",Jättegoda drinkar!! Det är alltid härlig stämning och atmosfär på stället och blandade åldrar på besökarna. Guldstjärna för bra och...More
[Swedish],345,58,23.0,5,"August 4, 2016 ",Fantastisk mat och fantastisk service,,Detta är årets hittills bästa restaurangupplevelse. Vi åt huvudrätt och efterrätt och maten så väl som servicen var förstklassig och...More
[Swedish],345,30,6.0,5,"August 4, 2016 ",Väldigt trevligt och gott!,,"Vi blev väldigt väl mottagna och servade (""även"" fast vi hade barn med oss, det blir man tyvärr inte alltid...More"
[Swedish],345,24,5.0,4,"August 6, 2013 ",Godaste maten i Lund,"Bjarred, Sweden",Begränsad meny gör att de rätter som serveras är superbra. Vänlig och serviceinriktad personal - Servicen var på topp trotts...More
[Swedish],345,15,4.0,5,"August 7, 2018 ",En klar favorit i prisklassen,"Landskrona, Skåne Län, Sweden",Superb mat och oklanderlig service. Har tidigare gett fyra i omdöme då desserterna inte riktigt levde upp till en femma....More
[Swedish],345,22,19.0,5,"August 8, 2015 ",Nr one in Lund !!,"Lund, Sweden","Fantastisk personal på ALLA sätt !!! Trevliga,kunniga helt enkelt proffsiga
Heeeeelt outstanding mat om än lite dyr. 
Världsgodast drinkar mixade...More"
[Swedish],345,10,2.0,4,"August 8, 2017 ","Utmärkt ""finare kök""","Lund, Sweden",Välkomponerade rätter med stor finess. Dagens lunch extremt prisvärd. Trevlig atmosfär och uppmärksam personal.
[Swedish],345,71,32.0,5,"August 9, 2012 ",Härlig upplevelse,Lund,"En förträfflig trerätters avnjöt jag här. Superb service med variationsrik, mycket god och väl sammansatta rätter även om man till...More"
[Swedish],345,17,10.0,5,"December 1, 2018 ",Drinkar to die for,"Lund, Sweden","Bland Lunds bästa drinkar, såklart. Bra utbud som skiftar efter säsong. Dessutom service i toppklass och extremt trevlig miljö"
[Swedish],345,167,40.0,4,"December 11, 2015 ",Bra kvalitet,"Lund, Sweden","Trevlig lokal och bra service . Maten håller hög klass , bra råvaror och en del lokala råvaror. Lunchen är...More"
[Swedish],345,175,29.0,4,"December 11, 2018 ",Bra!!!!!,"Laholm, Sweden",Trevlig stämning och bra personal. Testade sex olika cocktails (inte per person utan totalt) och det måste man bara börja...More
[Swedish],345,10,2.0,5,"December 12, 2012 ",Bäst i stan,"Lund, Sweden",Väldigt god mat på när producerade råvaror till vettigt pris. Noga utvalt dryckessortiment.  Bäst på service dessutom. Vid varje besök.
[Swedish],345,123,15.0,4,"December 12, 2018 ",God tvårätterslunch,"Malmo, Sweden","Ute med jobbet och åt en tvårätterslunch. Gravad lax till förrätt, som var en miniportion, men mycket god. Älgstek till...More"
[Swedish],345,115,27.0,4,"December 13, 2013 ",Mycket god mat,"Dalby, Sweden","Trevlig restaurang, fint inredd och mysig stämning.
Maten var väldigt bra, god och höll hög kvalité. Mycket trevlig och service...More"
[Swedish],345,27,13.0,5,"December 16, 2015 ",Fantastiska drinkar!!,"Stockholm, Sweden",Detta är ett ställe man går till när man vill vara säker på att få både en hemtrevlig känsla och...More
[Swedish],345,24,7.0,4,"December 17, 2014 ",God mat och bra service!,"Lund, Sweden",Var här och åt en mkt god 3 rätters meny. Maten var väldigt god men hade gärna sett lite större...More
[Swedish],345,10,4.0,4,"December 19, 2016 ",Herr Lundefalk gör sitt jobb med den äran!!!,"Stockholm, Sweden","Ett av få ställen i Lund som håller måttet. Bra mat, skön miljö oftast och en fantastisk krögare i Fredrik...More"
[Swedish],345,54,16.0,2,"December 2, 2012 ",Tråkigt kryddat mat och dyrt!,stockholm,"Jag åt  pocherad torsk med  potatismos till och någon grön ärtsås som var kryddad med timjan,
menlöst och tråkigt.Min mat...More"
[Swedish],345,98,60.0,4,"December 21, 2014 ",God lunch med finess,"Limhamn, Sweden",En god lunch serverades det på mat & Destillat i Lund. Definitivt en av de bästa restaurangerna i Lund. Utsikten...More
[Swedish],345,33,16.0,5,"December 21, 2015 ",Fantastiskt,"Kavlinge, Sweden","Trevliga lokaler, mycket god och prisvärd mat och mycket bra personal. Vi är mycket nöjda och kommer helt säkert att...More"
[Swedish],345,8,1.0,4,"December 21, 2016 ",Middag,,"Middag med syrran. Fick bra service och god dryck. Maten var det inget fel på, men inte heller sådär så...More"
[Swedish],345,75,15.0,4,"December 23, 2014 ",God mat och trevlig personal ,"Lund, Sweden",Åt middag här för några dagar sedan och blev allt annat än besviken. Maten var mycket välsmakande och personalen var...More
[Swedish],345,330,67.0,3,"December 23, 2018 ",Jag förstår inte hur tog den nr 3!,"Stockholm, Sweden",Vi var en stor grupp deltagare på kurs och åt middag men för mig och några var vi besvikna pga...More
[Swedish],345,212,38.0,5,"December 3, 2014 ",Bra rakt igenom!,Malmö,"Bästa köttet jag ätit på flera år (amerikansk ryggbiff). Tillbehören på tallriken var också bra, men helt onödiga med tanke...More"
[Swedish],345,414,66.0,4,"December 6, 2012 ",Fin upplevelse,"Beddingestrand, Sweden",Från första insteget i denna trevliga lokal till sista steget ut och en restaurang full av glada människor så präglades...More
[Swedish],345,26,3.0,5,"December 6, 2014 ",För den som vill unna sig,"Lund, Sweden",Helt fantastisk mat. Trevlig service och mysig atmosfär. Jätteduktiga på kött. Rekommenderas varmt!.
[Swedish],345,65,16.0,5,"December 6, 2015 ",Drinkarnas högborg,"Lomma, Sweden","Hut går man för att få spännande drinkar i en trevlig miljö. Testade deras Laphroig Project i lördags. Otroligt välkomponerat,...More"
[Swedish],345,21,5.0,5,"December 6, 2015 ",Det är en mycket trevlig restaurang,"Lund, Sweden","Restaurangen är belägen intill Lunds Universitet i centrala Lund. Mycket hög service, fantastiskt god mat, trevlig miljö, duktiga bartenders ......"
[Swedish],345,16,1.0,3,"December 6, 2016 ",Nja om maten. ,,Provade ankbröst som tyvärr var ganska intetsägande och torrt tillagade. Vinsortimentet bra och bra service.
[Swedish],345,36,6.0,3,"December 8, 2015 ",Har Du bokat bord ????,"Malmo, Sweden","Brukar äta lunch när jag besöker Lund. Detta pga. av man brukar en god lunch
med god service.
Men inte...More"
[Swedish],345,70,14.0,2,"December 9, 2018 ",Hygglig middag,"Lund, Sweden",Var på affärsmiddag med 20 kollegor inom ett internationellt samarbetsprojekt. Menyn var bra sammansatt men för vissa som valde vegetariskt...More
[Swedish],345,3,,5,"February 11, 2015 ",Härlig lunch,"Svedala, Sweden","Vi åt lunch med fem personer. Rapp och gemytlig stämning, dito service, gjorde hela intrycket härligt en vinter dag. MAten...More"
[Swedish],345,123,23.0,5,"February 11, 2018 ",Mat och dryck i toppklass!,"Kavlinge, Sweden","En trerätters serverad med familjär service och god dryck.
Vi satsade på att börja med lite bubbel, råbiff samt torsk...More"
