Unnamed: 0,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
1408,Lund_02142,Property,Building,Architecture,Town,House,Tree,Roof,City,Courtyard,Real estate,Kulturen,‘ Marion Kaletta, Apr 2018
1411,Lund_01366,Winter,Snow,Architecture,Freezing,Landmark,Building,Tree,Urban area,Château,Sky,Lundagérd,Diana Benjumea, Mar 2018
1415,Lund_01653,Classical architecture,Landmark,Building,Architecture,Palace,Sky,Facade,City,House,Tourist attraction,Lundagérd,Jacek Centkowsl, Apr 2018
1428,Lund_02538,Building,Landmark,Classical architecture,Architecture,Palace,Facade,Château,Tourist attraction,Official residence,Estate,Lundagérd 8,g% Dennis Frank, Oct 2018
1434,Lund_01862,Water,Reflecting pool,Fountain,Garden,Botanical garden,Botany,Pond,Tree,Park,Water feature,Lundagérd 9,?“»2 il Jénos Kiss, Sep 2018
1435,Lund_00213,Tree,Architecture,Landmark,Urban area,Town,Building,Wall,City,Public space,Street,‘i’) [N,‘i’) [N, Aug 2018
1437,Lund_02156,Garden,Botanical garden,Park,Botany,Shrub,Tree,Plant,Landscaping,Spring,Yard,Stadsparken ¢,Stadsparken ¢, Jun 2018
1438,Lund_01034,Garden,Grass,Botanical garden,Botany,Park,Tree,Lawn,Spring,Shrub,Leaf,Stadsparken,6’:‘.‘ Casper Johansst, Apr 2018
1441,Lund_02811,Building,Town,Town square,Human settlement,Property,City,Plaza,Public space,Palace,Architecture,,, Jun 2018
1449,Lund_02754,Sky,Natural landscape,Tree,Property,Leaf,Shrub,Grass,Morning,Lawn,Land lot,Vasaplatsen,@ Tim Scharinger, Oct 2018
1452,Lund_02409,Sky,Tree,Grass,Spring,Cloud,Park,Mountain,Architecture,Plant,Winter,Botanical Garden,ag‘:ggﬁ ), Apr 2018
1455,Lund_00341,Building,Estate,Mansion,Property,Landmark,House,Architecture,Palace,Classical architecture,Official residence,Lundagérd 9,B Ben Weston, Aug 2018
1457,Lund_01847,Landmark,Palace,Château,Flower,Spring,Estate,Stately home,Plant,Garden,Building,Lundagérd,% Mohammad A.M, May 2018
1471,Lund_00487,Classical architecture,Architecture,Landmark,Building,Facade,Palace,Sky,City,Courthouse,House,Lundagérd,B Bengt Ljungquist, Apr 2018
1473,Lund_02055,Landmark,Medieval architecture,Building,Architecture,Historic site,Turret,Tower,History,Arch,Facade,L (LT T G,Anna Gester, Jun 2018
1477,Lund_01465,Building,Natural landscape,Architecture,House,Grass,Estate,Urban area,Tree,Home,City,Lundagérd,Sapkaris Nikolao, Sep 2018
1480,Lund_02182,Tree,Natural landscape,Nature,Sky,Vegetation,Green,Grass,Natural environment,Light,Sunlight,Rinnebick Gorge 2,Mido Lii, May 2018
1484,Lund_03143,Sky,Natural landscape,Cloud,Green,Pasture,Grassland,Natural environment,Grass,Land lot,Horizon,. Matthew H. Motz,. Matthew H. Motz, May 2018
1485,Lund_03135,Town,Vehicle,Neighbourhood,Residential area,Mixed-use,Architecture,House,Building,City,Tourism,Lundagérd ¢,& Obbie Hadrian, Oct 2018
1488,Lund_00547,Town,City,Town square,Human settlement,Building,Public space,Landmark,Plaza,Mixed-use,Architecture,Lundagérd,'v Rafael Schwartz, May 2018
1490,Lund_00315,Landmark,Building,Architecture,Sky,City,Town,Facade,Human settlement,Public space,Tourism,[T T o1 T 1T,[T T o1 T 1T, Jul 2018
1492,Lund_01980,Property,Town,Building,House,Architecture,Residential area,Tree,Estate,Grass,Home,Kulturen,‘ Marion Kaletta, Apr 2018
1493,Lund_01872,Garden,Shrub,Property,Vegetation,Natural landscape,Botanical garden,Tree,Grass,Botany,Plant,Botanical Garden,ﬂ) Mr.Roman Lak, Jun 2018
1497,Lund_01543,Natural landscape,Garden,Vegetation,Tree,Grass,Botanical garden,Grassland,Nature reserve,Meadow,Plant,Botanical Garden,) Habib ElRachidi, May 2018
1504,Lund_01319,Landmark,Architecture,Building,Estate,House,Sky,Rural area,Landscape,Mansion,Home,Lund Observatory,Jonathan Lundbe, May 2018
1506,Lund_00816,Building,Property,Architecture,Château,Tree,Estate,Stately home,House,Church,Historic house,Lundagérd,WYY T 6], May 2018
1508,Lund_01218,Building,Architecture,Town,Vehicle,Facade,Car,House,Courthouse,City,Palace,,, Jul 2018
1512,Lund_00798,Landmark,Architecture,Building,Medieval architecture,Stately home,Château,Facade,Turret,Palace,Castle,Lundagérd 8,N Nikhil Dharap, May 2018
1515,Lund_00506,Property,Architecture,House,Sky,Building,Urban area,Tree,Home,Town,Estate,[T T VT VT 01 A,"@, (][R 1T", Jun 2018
1516,Lund_00045,Landmark,Architecture,Building,Sky,Cathedral,Church,Town,Tree,Wall,City,. Robert Henger,. Robert Henger, Aug 2018
1521,Lund_00988,Building,Landmark,Architecture,Medieval architecture,Town,Facade,City,Church,Cathedral,Sky,[T L He 1 BT,R Monika Jiraseko, Jun 2018
1522,Lund_00485,Architecture,Building,Landmark,Town,Church,City,Sky,Facade,Place of worship,Steeple,Lund Cathedral,& RLICEUGEERRE, Jul 2018
1525,Lund_01432,Natural landscape,Tree,Sky,Grass,Green,Daytime,Lawn,Spring,Pasture,Natural environment,Botanical Garden,W) Wokitty b, May 2018
1531,Lund_00124,Town,City,Building,Human settlement,Pedestrian,Street,Plaza,Neighbourhood,Public space,Architecture,"‘é"" [N","‘é"" [N", Aug 2018
1533,Lund_02726,Grassland,Field,Plain,Sky,Prairie,Natural environment,Natural landscape,Paddy field,Agriculture,Grass,L TR TR,\ARYIE T EEG RV ED, Jun 2018
1539,Lund_00092,Building,Town,Electronic signage,Restaurant,Signage,Architecture,City,Facade,Mixed-use,Downtown,"‘é"" [N","‘é"" [N", Aug 2018
1548,Lund_01181,Classical architecture,Landmark,Architecture,Building,Medieval architecture,Facade,Sky,Place of worship,Cathedral,Church,[T e T T T,'QE Ania Jasiok, Oct 2018
1553,Lund_01829,Building,Landmark,Tourism,Architecture,City,Sky,Facade,Cathedral,Medieval architecture,Pedestrian,Lunds Fontéinhus,J  Janus sobrzezeje, May 2018
1579,Lund_02880,Building,House,Property,Estate,Mansion,Architecture,Tree,Historic house,Home,Palace,Lundagérd,Mohammad A.M, May 2018
1583,Lund_02807,Building,Architecture,Landmark,Medieval architecture,Classical architecture,Facade,Church,Arch,Place of worship,Historic site,[T T BRI,6 Anna Cismasu, Jul 2018
1587,Lund_00980,Town,City,Public space,Human settlement,Town square,Building,Architecture,Plaza,Street,Tourism,[T e T T T,@ Daniel Klein, Aug 2018
1593,Lund_00896,Estate,Property,Building,Mansion,Landmark,House,Architecture,Home,Palace,Sky,Lundagérd 9,‘Z) Dillon Cower, Sep 2018
1597,Lund_00056,Property,House,Home,Residential area,Town,Land lot,Building,Estate,Cottage,Rural area,"‘é"" [N","‘é"" [N", Aug 2018
1602,Lund_02364,Dish,Pizza,Food,Cuisine,Pizza cheese,Flatbread,California-style pizza,Ingredient,Fast food,Italian food,Klostergardens Rest,i:’% op Bsyas, Sep 2018
1604,Lund_00073,Landmark,Architecture,Building,Medieval architecture,Tower,Tree,Château,Estate,Historic site,Castle,@ Hans Jirgen Klai,@ Hans Jirgen Klai, Sep 2018
1610,Lund_01042,Landmark,Building,Architecture,Château,Town,Stately home,Tree,City,Sky,Facade,Kulturen g,py g, Jun 2018
1611,Lund_01060,Landmark,Building,Architecture,Property,Facade,Classical architecture,Town,Medieval architecture,Stately home,Palace,Lundagérd,NG P NEE T, Jul 2018
1616,Lund_00747,Landmark,Building,Architecture,Medieval architecture,Place of worship,Church,Sky,Cathedral,Facade,Spire,[T L He 1 BT,6 Markus Krysande, Jul 2018
1618,Lund_01250,Building,Property,Architecture,Sky,Landmark,House,Tree,Estate,Cloud,Facade,[T T o1 1 T T,RLLLICH, Jul 2018
1619,Lund_03199,Landmark,Building,Architecture,Medieval architecture,Classical architecture,Church,Steeple,Place of worship,Spire,Facade,[T L He 1 BT,qﬁi Maxime LMA, Aug 2018
1620,Lund_02421,Garden,Natural landscape,Nature,Leaf,Botanical garden,Autumn,Tree,Vegetation,Plant,Wilderness,Stadsparken,5 a Anna Sadowska, Oct 2018
1622,Lund_00199,Night,Building,Street,City,,,,,,,"‘é"" [N","‘é"" [N", Aug 2018
1630,Lund_02796,Tree,Branch,Twig,Woody plant,Plant,Leaf,Sky,Sunlight,Deciduous,Plant stem,"‘é"" [N","‘é"" [N", Aug 2018
1634,Lund_00522,Building,Estate,Landmark,Architecture,Palace,Mansion,Classical architecture,Property,Stately home,Official residence,Lundagérd 9,(o) JoL RV, Aug 2018
1637,Lund_01832,Tree,Green,Grass,Natural landscape,Woody plant,Plant,Lawn,Grass family,Shrub,Leaf,Stadsparken,@) Habiv er-Rachici, May 2018
1640,Lund_00112,Building,Property,House,Architecture,Home,Real estate,Tree,Facade,Window,Historic house,"‘é"" [N","‘é"" [N", Aug 2018
1642,Lund_00172,Landmark,Architecture,Building,Tower,Church,Tree,Steeple,Sky,Place of worship,Winter,‘i’) [N,‘i’) [N, Aug 2018
1643,Lund_01517,Estate,Building,Mansion,Palace,Property,Château,Stately home,Manor house,Castle,House,Lundagérd 9,Piyush Goyal, Sep 2018
1655,Lund_00138,Town,Neighbourhood,Building,Street,Human settlement,City,Pedestrian,Downtown,Urban area,Architecture,"‘é"" [N","‘é"" [N", Aug 2018
1657,Lund_01752,Fountain,Water,Sky,Public space,Daytime,Water feature,Plaza,Tree,Town,Town square,Stadsparken,Jonas Blomgqvist, May 2018
1658,Lund_01279,Estate,Building,Property,Landmark,Architecture,Grass,Waterway,Tree,Stately home,House,Lundagérd {,Bogdan Kostiv, Feb 2018
1668,Lund_00168,Tree,Woody plant,Plant,Car,Vehicle,Residential area,Architecture,Building,Grass,House,"‘é"" [N","‘é"" [N", Aug 2018
1670,Lund_00477,Classical architecture,Building,Architecture,Landmark,Palace,Facade,Official residence,Presidential palace,Mansion,Estate,Lundagérd,G  Giliana Gallegra, Aug 2018
1675,Lund_01180,Building,Landmark,Architecture,Town,Medieval architecture,Stately home,Palace,Urban area,Facade,City,ISLK International Sc,Jeong Han Lee, Jan 2018
1680,Lund_00241,Landmark,Estate,Building,Sky,Mansion,Architecture,Palace,Stately home,Cloud,Classical architecture,[T T VT,L AL e, Sep 2018
1681,Lund_01699,Fountain,Water,Water feature,Tree,Architecture,Garden,Park,Plant,Leisure,Reflecting pool,Stadsparken ¢,Stadsparken ¢, Jun 2018
1685,Lund_01217,Body of water,Natural landscape,Nature,Bank,Water resources,Water,Pond,River,Natural environment,Nature reserve,Stadsparken,LN Stenberg, May 2018
1686,Lund_01116,Landmark,Architecture,Medieval architecture,Building,Classical architecture,Gothic architecture,Facade,Place of worship,Church,Cathedral,Domkyrkoplatsen ¢,=N ETi(e e, May 2018
1687,Lund_01104,Landmark,Architecture,Building,Medieval architecture,Historic site,Classical architecture,Sky,Facade,Tower,Place of worship,[T L He 1 BT,% Hans Olav Nyma, Jul 2018
1690,Lund_01293,Landmark,Building,Architecture,Town,Church,Sky,Steeple,City,Clock tower,Tower,Lundagérd,P Peter Wolf, Jun 2018
1691,Lund_02546,Sport venue,Grass,Team sport,Player,Stadium,Sports,Sky,Ball game,Soccer-specific stadium,Team,Klostergérdens IP,U  ulf svanstrom, Apr 2018
1696,Lund_00086,Classical architecture,Architecture,Landmark,Column,Building,Facade,Ancient roman architecture,Arch,Material property,Stock photography,‘i’) [N,‘i’) [N, Aug 2018
1700,Lund_02464,Pasture,Grassland,Sky,Grazing,Natural environment,Bovine,Natural landscape,Farm,Rural area,Grass,Nobbelbvs mosse,g ) Andreas Ahlgvist, May 2018
1704,Lund_00874,Building,Landmark,Architecture,Medieval architecture,Property,Church,Wall,Tree,Place of worship,Parish,Lund Cathedral,(ﬁ TR TS, Sep 2018
1705,Lund_01044,Building,Estate,Mansion,Classical architecture,Landmark,Palace,Architecture,Official residence,Stately home,Presidential palace,Lundagérd,G  Giliana Gallegra, Aug 2018
1707,Lund_01467,Tower,Architecture,Bicycle,Building,Grass,Tree,Fortification,Castle,Historic site,Vehicle,Lundagérd,‘a Sapkaris Nikolao, Sep 2018
1709,Lund_02032,Estate,Property,Grass,House,Mansion,Building,Tree,Photography,Château,Manor house,Stadsparken 9,ﬁ' paul fackler, Apr 2018
1713,Lund_01495,Landmark,Architecture,Spring,Public space,Sky,Plaza,Building,Flower,City,Street light,Lundagérd,E Eliot Montesino, May 2018
1721,Lund_01564,Landmark,Building,Tower,Architecture,Town,Sky,Steeple,City,Church,Spire,Lund Cathedral,Jurgen Jurgenss, Jul 2018
1722,Lund_00516,Building,Estate,Mansion,Property,Palace,Landmark,Stately home,Architecture,Classical architecture,Official residence,Lundagard ¢,. 21308, Aug 2018
1723,Lund_00448,Building,Property,Classical architecture,Architecture,Landmark,Mansion,House,Estate,Historic house,Facade,Lundagérd,»@ Aktham Yousef, Jun 2018
1728,Lund_00840,Fountain,Daytime,Estate,Tree,Leaf,Park,Water feature,Grass,Garden,Lawn,Stadsparken,5 m Anna Sadowska, Oct 2018
1729,Lund_02858,Classical architecture,Architecture,Landmark,Building,Facade,Courthouse,City,Seat of local government,Palace,Tourist attraction,Lundagérd,LNl TP T NEEN T g, Jul 2018
1730,Lund_01656,Garden,Vegetation,Natural landscape,Botanical garden,Grass,Tree,Botany,Grass family,Shrub,Lawn,RN en T L),) Habib ElRachidi, May 2018
1732,Lund_00525,Building,Mansion,Property,Estate,Palace,Architecture,Landmark,House,Classical architecture,Stately home,Lundagérd 9,C ) Carin Gardén, Aug 2018
1733,Lund_01608,Pond,Water,Reflection,Garden,Reflecting pool,Botany,Botanical garden,Fish pond,Tree,Architecture,Botanical Garden,C) Christina Valfrids, Jun 2018
1734,Lund_01970,Classical architecture,Building,Architecture,Landmark,Facade,Palace,Sky,City,Tourist attraction,House,Lundagérd 9,=170 ], Jun 2018
1741,Lund_02352,House,Property,Vegetation,Leaf,Building,Wall,Brick,Architecture,Tree,Window,Lundagérd ¢,& Obbie Hadrian, Oct 2018
1743,Lund_02860,Estate,Building,Palace,Mansion,Stately home,Château,Official residence,Manor house,Classical architecture,Presidential palace,Lundagérd,Lundagérd, Sep 2018
1748,Lund_00711,Building,Landmark,Medieval architecture,Architecture,Mansion,Stately home,Estate,Manor house,Historic house,Brick,Lundagérd,& Bea Kovacsovics, Mar 2018
1750,Lund_01140,Building,Landmark,Architecture,Property,Classical architecture,House,Mansion,Courthouse,Palace,Presidential palace,Lundagérd 9,Vbntr Vbntr, Jul 2018
1751,Lund_02553,House,Neighbourhood,Property,Architecture,Town,Brick,Wall,Urban area,Building,Sky,Lundagérd,ﬁg‘ Orfeas Kalipolitis, Oct 2018
1755,Lund_00895,Water,Landmark,Building,Reflecting pool,Architecture,Waterway,Tree,Château,Estate,Tourist attraction,Lundagérd ¢,& S ], Apr 2018
1762,Lund_02075,Building,Landmark,Architecture,Town,House,Facade,Urban area,Sky,City,Neighbourhood,Akademiska Forenin,Akademiska Forenin, Sep 2018
1765,Lund_01392,Property,Building,House,Architecture,Estate,Real estate,Home,Roof,Facade,Almshouse,Kulturen,Anna Cismasu, Jul 2018
1766,Lund_02006,Building,Architecture,Landmark,Medieval architecture,Facade,Cathedral,Classical architecture,City,Place of worship,Historic site,Lund Cathedral,Sascha Bleuler, Jul 2018
1768,Lund_02516,Sky,Natural landscape,Cloud,Water,Sunset,River,Natural environment,Morning,Evening,Horizon,L TR TR,vg Aymeric Rivollier, Jul 2018
1771,Lund_01631,Building,Property,Mixed-use,Campus,Architecture,Real estate,City,Room,College,University,Ingvar Kamprad Desi,Sabry Razick, May 2018
1777,Lund_00046,Historic site,Wall,Medieval architecture,Architecture,Building,Fortification,Arch,Sky,Ancient history,Caravanserai,%~ Juliane Vigané,%~ Juliane Vigané, Apr 2018
1779,Lund_00284,Building,Estate,Property,Architecture,House,Landmark,Mansion,Official residence,Stately home,Tree,Botanical Garden,@ Hans Jirgen Klai, Sep 2018
1780,Lund_00198,Grassland,Grass,Road,Walking,Field,Grass family,Plain,Tree,Rural area,Ecoregion,‘i’) [N,‘i’) [N, Aug 2018
1785,Lund_01177,Garden,Botanical garden,Botany,Tree,Shrub,Park,Grass,Plant,Walkway,Hedge,"»\1,;; Aktham Yousef","»\1,;; Aktham Yousef", May 2018
1792,Lund_01704,Classical architecture,Building,Architecture,Landmark,Palace,Facade,Official residence,Presidential palace,Mansion,Estate,Lundagérd 9,Crac Isacuk, Aug 2018
1793,Lund_01247,Property,House,Building,Home,Roof,Cottage,Architecture,Real estate,Estate,Farmhouse,Coop Konsum,J  Janus sobrzezeje, May 2018
1794,Lund_00372,Landmark,Architecture,Building,Medieval architecture,Classical architecture,Place of worship,Facade,Cathedral,Church,Sky,Lundagérd =,= Norbert Derbl, Jul 2018
1799,Lund_02460,Plain,Grassland,Sky,Natural environment,Field,Daytime,Land lot,Prairie,Steppe,Pasture,Klosteréingshdjden,@ ) Banne Rumengal, May 2018
1805,Lund_01479,Property,House,Home,Building,Water,Real estate,Waterway,Residential area,Cottage,Village,Kulturen,=1LV ), Aug 2018
1807,Lund_02207,Bridge,Daytime,Water,River,Waterway,Boardwalk,Road,Walkway,Architecture,Infrastructure,Rabysjon och Raby s,Erik Brattkull, May 2018
1810,Lund_00209,Vehicle,Boat,Waterway,Watercraft,Port,Harbor,Ship,Marina,Tall ship,Channel,"‘é"" [N","‘é"" [N", Aug 2018
1815,Lund_02219,Property,Estate,Building,House,Home,Manor house,Mansion,Real estate,Grass,Cottage,Botanical Garden 2,Ana Ragazzi, Sep 2018
1816,Lund_00011,Building,Estate,Mansion,Landmark,Palace,Property,Architecture,Classical architecture,Stately home,Château,@ Hans Jirgen Klai,@ Hans Jirgen Klai, Sep 2018
1820,Lund_02060,Body of water,Water resources,Natural landscape,Water,Nature,Bank,Pond,River,Natural environment,Reservoir,Stadsparken,Q Peter Nordensva, May 2018
1821,Lund_01350,Building,Landmark,Property,Mansion,Palace,Estate,Architecture,Classical architecture,House,Stately home,Lundagérd,Annette Friberg, Aug 2018
1822,Lund_01222,Garden,Botanical garden,Botany,Tree,Grass,Spring,Shrub,Plant,Walkway,Park,"»\1,;; Aktham Yousef","»\1,;; Aktham Yousef", May 2018
1832,Lund_00429,Landmark,Building,Property,Estate,Mansion,Architecture,Sky,House,Palace,Tree,Lundagérd 9,ﬂ.«’. Ben Pittoors, Jul 2018
1837,Lund_00702,Botanical garden,Garden,Property,Mansion,Building,Estate,Botany,Flower,Spring,Plant,Lundagérd,'v Rafael Schwartz, May 2018
1838,Lund_00072,Landmark,Architecture,Building,Tower,Medieval architecture,Facade,City,Cathedral,Classical architecture,Sky,@ Yamanbg BULGA,@ Yamanbg BULGA, Jan 2018
1839,Lund_02478,Freshwater marsh,Marsh,Natural landscape,Natural environment,Wetland,Fen,Grassland,Pasture,Nature reserve,Salt marsh,Nobbel6vs mosse,M Maria Tracz, May 2018
1845,Lund_02026,Garden,Botanical garden,Botany,Tree,Grass,Park,Lawn,Shrub,Walkway,Plant,Stadsparken,v‘\ﬁv;‘; Aktham Yousef, May 2018
1846,Lund_02078,Garden,Botanical garden,Natural landscape,Tree,Botany,Park,Spring,Estate,Plant,Grass,Stadsparken,% William Térneber, May 2018
1847,Lund_01299,Sky,Garden,Botanical garden,Tree,Property,Cloud,Daytime,Wilderness,Natural environment,Botany,Stadsparken,Andrii Salnikov, Jul 2018
1848,Lund_03173,Grassland,Natural landscape,Pasture,Vegetation,Field,Nature,Natural environment,Meadow,Land lot,Grass,Klosteréngshojden,Klosteréngshojden, Oct 2018
1849,Lund_00876,Building,Landmark,Architecture,Town,Property,City,Human settlement,Sky,Public space,Urban area,Lundagérd g,@ Daniel Klein, Aug 2018
1850,Lund_02137,Building,Shack,House,Architecture,Log cabin,Village,,,,,Kulturen g,@ Giulia Spada, Aug 2018
1851,Lund_02370,Gym,Physical fitness,Sport venue,Weights,Room,Strength training,Weight training,Exercise equipment,Flooring,Weightlifting machine,Actic Vikingahallen,ﬂ) Mr.Roman Lak, Jan 2018
1853,Lund_02081,Snow,Winter,Freezing,Town,Street,Sky,Tree,City,Building,Architecture,Stortorget,(&= =RV, Mar 2018
1854,Lund_01618,Classical architecture,Landmark,Architecture,Building,Sky,Facade,Palace,City,Metropolis,Plaza,Lundagérd,LT [N EETG Y, Oct 2018
1856,Lund_01051,Body of water,Natural landscape,Nature,Reflection,Water,Water resources,Bank,River,Tree,Natural environment,Stadsparken,ﬁ Jaime Mora Salv, Jun 2018
1858,Lund_01158,Property,Architecture,Building,Estate,Panorama,Residential area,Photography,Sky,Real estate,Facade,Lundagérd,L) UIf Zimmermann, Aug 2018
1860,Lund_00566,Building,Landmark,Property,Architecture,Mansion,Classical architecture,Estate,Palace,Tree,House,Lundagérd,'v Rafael Schwartz, May 2018
1863,Lund_01914,Property,House,Building,Landmark,Architecture,Home,Estate,Historic house,Winter,Tree,Stadsparken,RV O A, Mar 2018
1873,Lund_00117,Building,Medieval architecture,Architecture,Landmark,Church,Town,Wall,Place of worship,Chapel,Sky,‘i’) [N,‘i’) [N, Aug 2018
1874,Lund_02227,Sky,Motor vehicle,Residential area,Road,Cloud,Urban area,Transport,Town,Asphalt,Architecture,Lunds Bollklubb,Florian Weissbac, Aug 2018
1881,Lund_01453,Building,Architecture,Property,Town,Public space,Human settlement,City,Tree,House,Mixed-use,Lunds universitet Ins,Y RIRIE, Mar 2018
1884,Lund_00985,Building,Town,Medieval architecture,Architecture,Facade,Church,Monastery,Abbey,Cathedral,Convent,[T e T T T,Ania Jasiok, Oct 2018
1888,Lund_02274,Natural landscape,Water,Natural environment,Grass,Nature reserve,Vegetation,Bank,Pond,Water resources,Grassland,L TR TR,Michael Shmuley, Jun 2018
1889,Lund_00118,Natural landscape,Tree,Table,Furniture,Bench,Estate,Grass,Grove,Architecture,Building,"‘é"" [N","‘é"" [N", Aug 2018
1891,Lund_02700,Pasture,Grazing,Grassland,Bovine,Field,Sky,Grass,Farm,Meadow,Natural landscape,Rinnebéck Gorge,(% Felicia Johansso, May 2018
1897,Lund_01565,Property,House,Building,Roof,Home,Cottage,Architecture,Real estate,Land lot,Grass,Kulturen,Giulia Spada, Aug 2018
1898,Lund_01449,Building,Architecture,Church,Grass,Tree,Estate,Abbey,Place of worship,Campus,Lawn,Lundagérd,patrice bragard, Aug 2018
1899,Lund_02263,Natural landscape,Nature,Nature reserve,Vegetation,Grass,Tree,Biome,Watercourse,Grass family,Plant community,Rinnebick Gorge 2,Fredrik Holte, May 2018
1900,Lund_02825,Estate,Building,Palace,Mansion,Landmark,Official residence,Stately home,Architecture,Presidential palace,Classical architecture,Lundagérd,ﬂ; Andy Simmons, Jul 2018
1902,Lund_00244,Landmark,Building,Architecture,Medieval architecture,Sky,Classical architecture,Church,Place of worship,Facade,Cathedral,Lundagérd 9,€N Juan Piema, Jun 2018
1908,Lund_01650,Landmark,Building,Architecture,Stately home,Sky,City,Urban area,Spire,Tree,Turret,Lundagérd,@ Gheorghe Zamfir, Aug 2018
1913,Lund_01184,Water,Tree,Botany,Pond,River,Architecture,Garden,Bank,Reflection,Plant,Lundagérd,T Terese Larsson E, Jul 2018
1915,Lund_02162,Landmark,Architecture,Building,Steeple,Sky,Tower,Church,Place of worship,Roof,Historic site,[T T BRI,Anna Cismasu, Jul 2018
1917,Lund_01865,Property,Building,Estate,House,Architecture,Town,Home,Real estate,Mansion,Manor house,Kulturen,AnexcaHap KoHc, May 2018
1919,Lund_00169,Town,Building,Architecture,Tourism,Medieval architecture,Historic site,Travel,Cobblestone,Street,Abbey,@ Yamanbg BULGA,@ Yamanbg BULGA, Jan 2018
1921,Lund_00959,Landmark,Fountain,Architecture,Water feature,Memorial,Spring,Estate,Tree,Park,Plaza,Lundagérd,e S YD R E, May 2018
1923,Lund_01728,Building,Architecture,Property,Landmark,Sky,House,Estate,Tree,Facade,Palace,[T T o1 T T T,[T T o1 T T T, Jul 2018
1924,Lund_01466,Landmark,Architecture,Medieval architecture,Building,Gothic architecture,Sky,Cathedral,Place of worship,Church,Spire,Lundagérd 8,David Ekberg, Sep 2018
1925,Lund_02936,Sky,Sea,Horizon,Cloud,Coast,Plain,City,,,,Lund MAX IV,"C"":} Leszek A Gasien", Jul 2018
1927,Lund_00185,Town,Building,Human settlement,Public space,Property,City,Architecture,Pedestrian,Campus,College,@ Yamanbg BULGA,@ Yamanbg BULGA, Jan 2018
1928,Lund_01326,Landmark,Monument,Memorial,Sky,Grass,Tree,Statue,National historic landmark,Architecture,Tower,Monument Slaget vic,david stuart, Sep 2018
1929,Lund_00972,Building,Estate,Palace,Mansion,Château,Property,Landmark,Stately home,Official residence,Architecture,Lundagérd,M Markku Latvala, Jun 2018
1931,Lund_00051,Property,House,Building,Home,Architecture,Cottage,Town,Facade,Residential area,Real estate,@ Carlos Guerrero,@ Carlos Guerrero, Jun 2018
1933,Lund_02273,Shed,Shack,Grass,Log cabin,Wood,Tree,Building,Land lot,Outhouse,House,L TR TR,Michael Hanssor, Jan 2018
1937,Lund_01546,Landmark,Building,Architecture,Classical architecture,Palace,Mansion,Official residence,Estate,Sky,Facade,[T T VT,(é 7 Paulina Belenitsk, Sep 2018
1939,Lund_01836,Natural landscape,Body of water,Nature,Water resources,Water,Fountain,Tree,Watercourse,Nature reserve,Bank,Stadsparken,5 a Anna Sadowska, Oct 2018
1943,Lund_00652,Landmark,Building,Palace,Estate,Architecture,Mansion,Property,Château,Classical architecture,Stately home,Lundagérd,E ) Edina Garamvélg, Jul 2018
1947,Lund_00919,Building,Architecture,Property,Town,Tree,Facade,House,Château,Palace,City,Kulturen,M) M2 BEGONA DEL, Mar 2018
1951,Lund_02379,Transport,Lane,Road,Asphalt,Town,Street,Vehicle,Infrastructure,Tree,Architecture,Klostergérdens IP,M) Matthew H. Motz, Apr 2018
1955,Lund_00800,Building,Landmark,Medieval architecture,Architecture,Classical architecture,Place of worship,Church,Facade,Cathedral,Sky,Domkyrkoplatsen,n QICELER UG, Jul 2018
1956,Lund_02565,Grassland,Farm,Pasture,Land lot,Rural area,Plain,Yurt,Grass,Hut,Meadow,Nobbelbvs mosse,3 Michael Hanssor, Jan 2018
1957,Lund_02671,Town,Residential area,Neighbourhood,Property,Building,Street,Human settlement,Road,City,Architecture,g hussam selawi,g hussam selawi, Aug 2018
1966,Lund_03178,Building,Architecture,Landmark,Property,Town,House,Sky,Facade,Mansion,City,[T e T T T,Daniel Klein, Aug 2018
1967,Lund_00559,Landmark,Estate,Mansion,Building,Palace,Property,Architecture,House,Stately home,Sky,Lundagérd,L Lodewijk Portielj, Aug 2018
1969,Lund_00264,Building,Landmark,Architecture,Château,Palace,Tree,Sky,Estate,Stately home,City,University Library |,(Q‘Q LIS, Jun 2018
1971,Lund_01686,Sky,Garden,Building,Palace,Estate,Architecture,Château,Castle,House,Plant,AF Borgen AB ¢,@?} Hanna Olsson, May 2018
1976,Lund_00171,Public space,Town,Tourism,Travel,Building,City,Architecture,Town square,Vacation,Plaza,@ Yamanbg BULGA,@ Yamanbg BULGA, Jan 2018
1978,Lund_02297,Water,Bank,Fence,Pond,River,Tree,Reflection,Lake,Bayou,Landscape,Killbybadet,helen kaic, Mar 2018
1979,Lund_02276,Property,House,Sky,Building,Architecture,Home,Yard,Grass,Residential area,Real estate,Kulturen,ina andersen, Oct 2018
1984,Lund_03132,Public space,Urban design,Residential area,Neighbourhood,Tree,Mixed-use,City,Road surface,Building,Real estate,@ Mahmoud Chaar,@ Mahmoud Chaar, Jun 2018
1987,Lund_01684,Landmark,White,Medieval architecture,Architecture,Classical architecture,Building,Place of worship,Cathedral,Gothic architecture,Black-and-white,[T T o1 T 1T,Yue Zhao, Jan 2018
1988,Lund_02627,Land lot,Tree,Fence,Rural area,Wall,Landscape,Pasture,Road,Farm,Cloud,Rinnebick Gorge,Florian Weissbac, Aug 2018
